hotel_name,hotel_url,group_label,group_type,lat,lon,formatted_address,provider,confidence,place_id,types,partial_match,status
Conrad Maldives Rangali Island,https://www.hilton.com/en/hotels/mlehici-conrad-maldives-rangali-island/,Conrad Hotels & Resorts,Brand,3.6167957,72.72283709999999,"Rangali Island Alifu Dhaalu Atoll, 20077, Maldives",google_places,PLACE_DETAILS,ChIJiTEs85zVQDsRWHRlV-8QiEU,establishment;lodging;point_of_interest;spa,False,CACHED
Conrad Orlando,https://www.hilton.com/en/hotels/orlcici-conrad-orlando/,Conrad Hotels & Resorts,Brand,28.40968,-81.52734,"1500 Eastbeach Wy, Orlando, FL 32836, USA",google_places,PLACE_DETAILS,ChIJOS4VAwiA54gRKZzBNma4zm8,establishment;lodging;point_of_interest,False,CACHED
Conrad Punta de Mita,https://www.hilton.com/en/hotels/pvrpmci-conrad-punta-de-mita/,Conrad Hotels & Resorts,Brand,20.7925178,-105.4876085,"Carr. Punta de Mita Manzana Sayulita Km 2, Litibu, 63734 Punta Mita, Nay., Mexico",google_places,PLACE_DETAILS,ChIJQcUEJZcUIYQRoNCkHCqB_bg,establishment;lodging;point_of_interest,False,CACHED
Conrad Rabat Arzana,https://www.hilton.com/en/hotels/rbacici-conrad-rabat-arzana/,Conrad Hotels & Resorts,Brand,33.9011609,-7.0005649,"Plage Val d'Or, Rabat 12040, Morocco",google_places,PLACE_DETAILS,ChIJ4TfcmxUNpw0ROHOtdFJPtUU,establishment;lodging;point_of_interest;spa,False,CACHED
Conrad Tulum Riviera Maya,https://www.hilton.com/en/hotels/cuncici-conrad-tulum-riviera-maya/,Conrad Hotels & Resorts,Brand,20.3566714,-87.3381737,"Carr. Cancún - Tulum 307, Tulkal, 77774 Cdad. Chemuyil, Q.R., Mexico",google_places,PLACE_DETAILS,ChIJWUmObaozTo8R6Sm3Lg0afEo,establishment;lodging;point_of_interest,False,CACHED
"Aulus Lindos Rhodes Resort, Curio Collection by Hilton",https://www.hilton.com/en/hotels/rholiqq-lindian-village-beach-resort-rhodes/,Curio Collection by Hilton,Brand,36.0666332,27.9915476,"Beach, Λάρδος 851 09, Greece",google_places,PLACE_DETAILS,ChIJO801WgMJlRQRagIXAPOqxxs,establishment;lodging;point_of_interest;spa,False,CACHED
"Baia di Chia Resort Sardinia, Curio Collection by Hilton",https://www.hilton.com/en/hotels/olbbrqq-baia-di-chia-resort-sardinia,Curio Collection by Hilton,Brand,38.895568,8.8702674,"Viale Spartivento, 1, 09010 Chia SU, Italy",google_places,PLACE_DETAILS,ChIJD1i2Ndfd5hIRHN8VxyLKJ6M,establishment;lodging;point_of_interest,False,CACHED
"Baker's Cay Resort Key Largo, Curio Collection by Hilton",https://www.hilton.com/en/hotels/kylcuqq-bakers-cay-resort-key-largo,Curio Collection by Hilton,Brand,25.0666838,-80.47214579999999,"97000 Overseas Hwy, Key Largo, FL 33037, USA",google_places,PLACE_DETAILS,ChIJmYfmx35B14gRlyQZig4LeYU,establishment;lodging;point_of_interest,False,CACHED
"Boeira Garden Hotel Porto Gaia, Curio Collection by Hilton",https://www.hilton.com/en/hotels/opobgqq-boeira-garden-hotel-porto-gaia,Curio Collection by Hilton,Brand,41.1277638,-8.612802,"R. Teixeira Lopes 114, 4400-320 Vila Nova de Gaia, Portugal",google_places,PLACE_DETAILS,ChIJY7HMVkllJA0RHl1amxQRX2I,establishment;lodging;point_of_interest;spa,False,CACHED
"Botanika Osa Peninsula, Curio Collection by Hilton",https://www.hilton.com/en/hotels/pjmcrqq-botanika-osa-peninsula,Curio Collection by Hilton,Brand,8.527225999999999,-83.30671699999999,"Costado Sureste del aeropuerto, Aeropuerto Oeste, Puntarenas Province, Puerto Jiménez, 61301, Costa Rica",google_places,PLACE_DETAILS,ChIJCS1QT-ZmpI8RiaOwW3E5U38,establishment;lodging;point_of_interest,False,CACHED
"Boulders Resort & Spa Scottsdale, Curio Collection by Hilton",https://www.hilton.com/en/hotels/phxrsqq-boulders-resort-and-spa-scottsdale,Curio Collection by Hilton,Brand,33.8004156,-111.9237056,"34631 N Tom Darlington Dr, Scottsdale, AZ 85262, USA",google_places,PLACE_DETAILS,ChIJ38QnRjd5K4cRuwFlJrEVvYY,establishment;lodging;point_of_interest;spa,False,CACHED
"Casa Mani Resort Napa Valley, Curio Collection by Hilton",https://www.hilton.com/en/hotels/napvpqq-casa-mani-resort-napa-valley,Curio Collection by Hilton,Brand,38.3003232,-122.3013043,"1075 California Blvd, Napa, CA 94559, USA",google_places,PLACE_DETAILS,ChIJlxgg-VgHhYARqI9xhyIEQ6M,establishment;lodging;point_of_interest,False,PLACES:napvpqq casa mani resort napa valley Curio Collection by Hilton Hotel
"Casa Marina Key West, Curio Collection by Hilton",https://www.hilton.com/en/hotels/eywcmqq-casa-marina-key-west,Curio Collection by Hilton,Brand,24.5477352,-81.7901279,"1500 Reynolds St, Key West, FL 33040, USA",google_places,PLACE_DETAILS,ChIJOffyTNm30YgRJQ5EnobQkVE,establishment;lodging;point_of_interest,False,CACHED
"Cloudland at McLemore Resort Lookout Mountain, Curio",https://www.hilton.com/en/hotels/atlokqq-cloudland-at-mclemore-resort-lookout-mountain,Curio Collection by Hilton,Brand,34.7391923,-85.4451267,"243 Cloudland Dr, Rising Fawn, GA 30738, USA",google_places,PLACE_DETAILS,ChIJmUoQOEA3YIgRaE5OX4dEm-o,establishment;lodging;point_of_interest,False,CACHED
"Diplomat Beach Resort Hollywood, Curio Collection by Hilton",https://www.hilton.com/en/hotels/flldhqq-the-diplomat-beach-resort-hollywood,Curio Collection by Hilton,Brand,25.9907274,-80.11795339999999,"3555 S Ocean Dr, Hollywood, FL 33019, USA",google_places,PLACE_DETAILS,ChIJucq_QV6r2YgR3ABMJngVlVw,establishment;lodging;point_of_interest,False,CACHED
"Domes Aulus Elounda Resort, Curio by Hilton",https://www.hilton.com/en/hotels/herbsqq-domes-aulus-elounda-resort,Curio Collection by Hilton,Brand,35.277694,25.7232969,"Aghia Paraskevi, Schisma Elountas 720 53, Greece",google_places,PLACE_DETAILS,ChIJH2FY6TGDkBQRK8M-D8ZrGrM,establishment;lodging;point_of_interest;spa,False,CACHED
"Faro Blanco Resort & Yacht Club Marathon, Curio by Hilton",https://www.hilton.com/en/hotels/mthfbqq-faro-blanco-resort-and-yacht-club-marathon,Curio Collection by Hilton,Brand,24.7092861,-81.1045614,"1996 Overseas Hwy, Marathon, FL 33050, USA",google_places,PLACE_DETAILS,ChIJM5m7vuze0IgRdiqNqJoC5CY,establishment;lodging;point_of_interest,False,CACHED
"Gale South Beach, Curio Collection by Hilton",https://www.hilton.com/en/hotels/miagsqq-gale-south-beach,Curio Collection by Hilton,Brand,25.7921419,-80.13023,"1690 Collins Ave, Miami Beach, FL 33139, USA",google_places,PLACE_DETAILS,ChIJazj3FJu02YgR_4npDxUJIZM,establishment;lodging;point_of_interest,False,CACHED
"Grand Hotel des Sablettes Plage, Curio Collection by Hilton",https://www.hilton.com/en/hotels/tlnspqq-grand-hotel-des-sablettes-plage,Curio Collection by Hilton,Brand,43.07875749999999,5.8916996,"575 Av. Charles de Gaulle, 83500 La Seyne-sur-Mer, France",google_places,PLACE_DETAILS,ChIJMUA3-DUDyRIR7QqxUQtrD4s,establishment;lodging;point_of_interest;spa,False,CACHED
"Harbor Club St. Lucia, Curio Collection by Hilton",https://www.hilton.com/en/hotels/sluhcqq-harbor-club-st-lucia,Curio Collection by Hilton,Brand,14.0733749,-60.94774229999999,"Rodney Bay Marina, Gros Islet, St Lucia",google_places,PLACE_DETAILS,ChIJTbLvb4RCQIwR7vQu04tRyAY,establishment;lodging;point_of_interest,False,CACHED
"Higueron Hotel Malaga, Curio Collection by Hilton",https://www.hilton.com/en/hotels/agprhqq-higueron-hotel-malaga/,Curio Collection by Hilton,Brand,36.5804062,-4.5956264,"Av. del Higuerón, 48, 29640 Fuengirola, Málaga, Spain",google_places,PLACE_DETAILS,ChIJ9Yuj1w3jcg0RcbKU2iByoVI,establishment;lodging;point_of_interest;spa,False,CACHED
"Hotel Alpenrock Breckenridge, Curio Collection by Hilton",https://www.hilton.com/en/hotels/qkbbrqq-alpenrock-breckenridge/,Curio Collection by Hilton,Brand,39.4755161,-106.0503303,"550 Village Rd, Breckenridge, CO 80424, USA",google_places,PLACE_DETAILS,ChIJ5ZNbc2P2aocRiXqyi4ut7OU,establishment;lodging;point_of_interest,False,CACHED
"Hotel Maren Fort Lauderdale Beach, Curio Collection by Hilton",https://www.hilton.com/en/hotels/fllucqq-hotel-maren-fort-lauderdale-beach/,Curio Collection by Hilton,Brand,26.1158213,-80.1052631,"525 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316, USA",google_places,PLACE_DETAILS,ChIJMygtZy8A2YgRN24gA8Rb-vg,establishment;lodging;point_of_interest,False,CACHED
"Hotel del Coronado, Curio Collection by Hilton",https://www.hilton.com/en/hotels/sanqqqq-hotel-del-coronado/,Curio Collection by Hilton,Brand,32.6805447,-117.178224,"1500 Orange Ave, Coronado, CA 92118, USA",google_places,PLACE_DETAILS,ChIJfX-aw82s3oARR6xrvVBVJXY,establishment;lodging;point_of_interest,False,CACHED
"Il Picciolo Etna Golf Resort & Spa, Curio Collection by Hilton",https://www.hilton.com/en/hotels/ctasiqq-il-piccolo-etna-golf-resort-and-spa/,Curio Collection by Hilton,Brand,37.8552037,15.1025861,"SS120, KM 200, 95012 Castiglione di Sicilia CT, Italy",google_places,PLACE_DETAILS,ChIJo2qx8X4cFBMRfy-fWXcoOwE,establishment;lodging;point_of_interest;spa,False,CACHED
Indura Beach & Golf Resort Curio Collection by Hilton,https://www.hilton.com/en/hotels/teaibqq-indura-beach-and-golf-resort/,Curio Collection by Hilton,Brand,15.8009193,-87.538635,"Desarollo Turistico Bahia de Tela, Tela, AT, Honduras",google_places,PLACE_DETAILS,ChIJQTFTKmPVZ48RtEmRk3REPFU,establishment;lodging;point_of_interest,False,CACHED
"Isla Brown Chania Resort, Curio Collection by Hilton",https://www.hilton.com/en/hotels/heribqq-isla-brown-resort-chania/,Curio Collection by Hilton,Brand,35.5842249,24.0754187,"Stavros 731 00, Greece",google_places,PLACE_DETAILS,ChIJWXPnHWZ5nBQRtMoVXuWzvAc,establishment;lodging;point_of_interest;spa,False,CACHED
"Isla Brown Corinthia Resort & Spa, Curio Collection by Hilton",https://www.hilton.com/en/hotels/athibqq-isla-brown-corinthia-resort-and-spa/,Curio Collection by Hilton,Brand,37.9317792,23.1462182,"Palea EO Athinon Korinthou, Agii Theodori 200 03, Greece",google_places,PLACE_DETAILS,ChIJ5a3kxfc4oBQR9Yfc_XOOaKQ,establishment;lodging;point_of_interest;spa,False,CACHED
"Koi Resort Saint Kitts, Curio Collection by Hilton",https://www.hilton.com/en/hotels/skbkrqq-koi-resort-saint-kitts/,Curio Collection by Hilton,Brand,17.3085571,-62.6928284,"100 Koi Resort Drive, Basseterre, St Kitts & Nevis",google_places,PLACE_DETAILS,ChIJLQtOdNQbEowR4FDVYJafgE0,establishment;lodging;point_of_interest,False,CACHED
"La Festa Phu Quoc, Curio Collection by Hilton",https://www.hilton.com/en/hotels/pqcpqqq-la-festa-phu-quoc/,Curio Collection by Hilton,Brand,10.0295567,104.0075604,"Sunset Town, An Thới, Phú Quốc, Kiên Giang 91000, Vietnam",google_places,PLACE_DETAILS,ChIJc4_lgKCWpzERfX9ic42Xi-s,establishment;lodging;point_of_interest;spa,False,CACHED
"La Quinta Resort & Club, Curio Collection by Hilton",https://www.hilton.com/en/hotels/psplqqq-la-quinta-resort-and-club/,Curio Collection by Hilton,Brand,33.688009,-116.3105508,"49-499 Eisenhower Dr, La Quinta, CA 92253, USA",google_places,PLACE_DETAILS,ChIJNwsbrqT42oARVELD3TNEVmc,establishment;lodging;point_of_interest,False,CACHED
"Mangias Santa Teresa Sardinia, Curio Collection by Hilton",https://www.hilton.com/en/hotels/olbccqq-mangias-santa-teresa-sardinia/,Curio Collection by Hilton,Brand,41.2219744,9.1668079,"Via Antares, 1, 07028 Santa Teresa Gallura SS, Italy",google_places,PLACE_DETAILS,ChIJw9-siunh2xIRpxjKMgwanCc,establishment;lodging;point_of_interest;spa,False,CACHED
"Mangrove Beach Corendon Curacao All-Inclusive Resort, Curio",https://www.hilton.com/en/hotels/curryqq-mangrove-beach-corendon-curacao-all-inclusive-resort/,Curio Collection by Hilton,Brand,12.1089564,-68.9424867,"31 Pater Euwensweg, Willemstad, Curaçao",google_places,PLACE_DETAILS,ChIJiVv73fiChI4REgECl1BzOGw,establishment;lodging;point_of_interest,False,CACHED
"SAii Lagoon Maldives, Curio Collection by Hilton",https://www.hilton.com/en/hotels/mlegsqq-saii-lagoon-maldives/,Curio Collection by Hilton,Brand,4.1205428,73.4675091,"Eh`mafushi South, Malé, Maldives",google_places,PLACE_DETAILS,ChIJR9rfAfV9PzsRVfw0W6mLTD8,establishment;lodging;point_of_interest;spa,False,CACHED
"Sea Breeze Santorini Beach Resort, Curio Collection",https://www.hilton.com/en/hotels/jtrsbqq-sea-breeze-santorini-beach-resort,Curio Collection by Hilton,Brand,36.3347252,25.4424381,"Agios Georgios, Perivolos, Exomitis 847 03, Greece",google_places,PLACE_DETAILS,ChIJRSE2qY_PmRQRApfXMU-bKpM,establishment;lodging;point_of_interest;spa,False,CACHED
"Semeli Coast Mykonos, Curio Collection by Hilton",https://www.hilton.com/en/hotels/jmkmbqq-semeli-coast-mykonos,Curio Collection by Hilton,Brand,37.4731318,25.4277428,"Merchia Beach, Mikonos 846 00, Greece",google_places,PLACE_DETAILS,ChIJM6lfdhHHohQRrWO8TDYCpfw,establishment;lodging;point_of_interest;spa,False,CACHED
"Skaneateles Fields Resort & Spa, Curio Collection by Hilton",https://www.hilton.com/en/hotels/syrslqq-skaneateles-fields-resort-and-spa,Curio Collection by Hilton,Brand,42.973683,-76.431214,"1000 Mottville Rd, Skaneateles, NY 13152, USA",google_places,PLACE_DETAILS,ChIJ3RSGNqQB2okR4D0uusKphyg,establishment;lodging;point_of_interest,False,CACHED
"Sulia House Porto Rotondo, Curio Collection by Hilton",https://www.hilton.com/en/hotels/olbprqq-sulia-house-porto-rotondo,Curio Collection by Hilton,Brand,41.0057474,9.5354467,"Via Monte Ladu, 36, 07026 Porto Rotondo SS, Italy",google_places,PLACE_DETAILS,ChIJDUWKPM1J2RIRzeTS2pJawW0,establishment;lodging;point_of_interest;spa,False,CACHED
"The Club Cala San Miguel Hotel Ibiza, Curio Collection by Hilton",https://www.hilton.com/en/hotels/ibzseqq-cala-san-miguel-ibiza-resort,Curio Collection by Hilton,Brand,39.08010780000001,1.4416864,"Puerto San Miguel, 26, 07815 Sant Joan de Labritja, Illes Balears, Spain",google_places,PLACE_DETAILS,ChIJH-4cyPU7mRIR-YzoCH8AoE0,establishment;lodging;point_of_interest,False,CACHED
"The Hiatus Clearwater Beach, Curio Collection by Hilton",https://www.hilton.com/en/hotels/tparkqq-the-hiatus-clearwater-beach,Curio Collection by Hilton,Brand,27.971523,-82.8290748,"385 S Gulfview Blvd, Clearwater Beach, FL 33767, USA",google_places,PLACE_DETAILS,ChIJuSNaKBL3wogRqUzHcbCBNTQ,establishment;lodging;point_of_interest,False,CACHED
"The Reach Key West, Curio Collection by Hilton",https://www.hilton.com/en/hotels/eywqqqq-the-reach-key-west/,Curio Collection by Hilton,Brand,24.547537,-81.794242,"1435 Simonton St, Key West, FL 33040, USA",google_places,PLACE_DETAILS,ChIJxUn7FfG30YgRIE2azecE-n0,establishment;lodging;point_of_interest,False,CACHED
"The Rif at Mangrove Beach All-Inclusive, Curio by Hilton",https://www.hilton.com/en/hotels/curmgqq-the-rif-at-mangrove-beach-corendon-curacao-all-inclusive/,Curio Collection by Hilton,Brand,12.1089564,-68.9424867,"31 Pater Euwensweg, Willemstad, Curaçao",google_places,PLACE_DETAILS,ChIJiVv73fiChI4REgECl1BzOGw,establishment;lodging;point_of_interest,False,CACHED
"The Royal Senses Resort Crete, Curio Collection by Hilton",https://www.hilton.com/en/hotels/herrsqq-the-royal-senses-resort-and-spa-crete/,Curio Collection by Hilton,Brand,35.4167053,24.6579518,"Herakliou 58 km, Panormos 740 57, Greece",google_places,PLACE_DETAILS,ChIJl18V9_inmxQRvvif7R9cMH0,establishment;lodging;point_of_interest;spa,False,CACHED
"The Scottsdale Resort and Spa, Curio Collection by Hilton",https://www.hilton.com/en/hotels/phxssqq-the-scottsdale-resort-and-spa/,Curio Collection by Hilton,Brand,33.5484573,-111.9162323,"7700 E McCormick Pkwy, Scottsdale, AZ 85258, USA",google_places,PLACE_DETAILS,ChIJ3zVm7y8LK4cReLvdQvyQkqA,establishment;lodging;point_of_interest,False,CACHED
"The Singer Oceanfront Resort, Curio Collection by Hilton",https://www.hilton.com/en/hotels/pbisiqq-the-singer-oceanfront-resort/,Curio Collection by Hilton,Brand,26.7910535,-80.03306959999999,"3700 N Ocean Dr, Riviera Beach, FL 33404, USA",google_places,PLACE_DETAILS,ChIJ7_YlkOzU2IgRI_h_VJyHP2o,establishment;lodging;point_of_interest,False,CACHED
"The WB Abu Dhabi, Curio Collection by Hilton",https://www.hilton.com/en/hotels/auhwbqq-the-wb-abu-dhabi-hotel/,Curio Collection by Hilton,Brand,24.4896045,54.5985148,Yas Island - YS4 - Abu Dhabi - United Arab Emirates,google_places,PLACE_DETAILS,ChIJlwuS98FFXj4RHlziQizgHi8,establishment;lodging;point_of_interest;spa,False,CACHED
"The Woodlands Resort, Curio Collection by Hilton",https://www.hilton.com/en/hotels/iahwrqq-the-woodlands-resort/,Curio Collection by Hilton,Brand,30.1449756,-95.473536,"2301 N Millbend Dr, The Woodlands, TX 77380, USA",google_places,PLACE_DETAILS,ChIJtRKe-as2R4YRoYiSSt9qMjg,establishment;lodging;point_of_interest,False,CACHED
"Virgin Hotels Las Vegas, Curio Collection by Hilton",https://www.hilton.com/en/hotels/lasvgqq-virgin-hotels-las-vegas/,Curio Collection by Hilton,Brand,36.1087736,-115.1537273,"4455 Paradise Rd, Las Vegas, NV 89169, USA",google_places,PLACE_DETAILS,ChIJA2HmDz7FyIARzKm2AQzPr6U,establishment;lodging;point_of_interest,False,CACHED
"Waterstone Resort & Marina Boca Raton, Curio",https://www.hilton.com/en/hotels/bctbuqq-waterstone-resort-and-marina-boca-raton/,Curio Collection by Hilton,Brand,26.339201,-80.07310199999999,"999 E Camino Real, Boca Raton, FL 33432, USA",google_places,PLACE_DETAILS,ChIJcS6rfT7i2IgRlvSf9156n1U,establishment;lodging;point_of_interest,False,CACHED
"Zachari Dunes on Mandalay Beach, Curio Collection by Hilton",https://www.hilton.com/en/hotels/sbazdqq-zachari-dunes-on-mandalay-beach/,Curio Collection by Hilton,Brand,34.1788874,-119.235637,"2101 Mandalay Beach Rd, Oxnard, CA 93035, USA",google_places,PLACE_DETAILS,ChIJJ3MZjf5R6IARZsizFCirm7k,establishment;lodging;point_of_interest,False,CACHED
Bahia Mar Fort Lauderdale Beach - a DoubleTree by Hilton,https://www.hilton.com/en/hotels/fllbmdt-bahia-mar-fort-lauderdale-beach/,DoubleTree by Hilton,Brand,26.113539,-80.10620399999999,"801 Seabreeze Blvd, Fort Lauderdale, FL 33316, USA",google_places,PLACE_DETAILS,ChIJq81qhSUA2YgRMsuB_GK00j0,establishment;lodging;point_of_interest,False,CACHED
DoubleTree Beach Resort by Hilton Tampa Bay - North Redington Beach,https://www.hilton.com/en/hotels/nornhdt-doubletree-beach-resort-tampa-bay-north-redington-beach/,DoubleTree by Hilton,Brand,27.8195316,-82.8255981,"17120 Gulf Blvd, North Redington Beach, FL 33708, USA",google_places,PLACE_DETAILS,ChIJOWpCGqb-wogRn4TFoVfSn9E,establishment;lodging;point_of_interest,False,CACHED
DoubleTree Fallsview Resort & Spa by Hilton - Niagara Falls,https://www.hilton.com/en/hotels/iagdtdt-doubletree-fallsview-resort-and-spa-niagara-falls/,DoubleTree by Hilton,Brand,43.0872336,-79.0840541,"6039 Fallsview Blvd, Niagara Falls, ON L2G 3V6, Canada",google_places,PLACE_DETAILS,ChIJ85X9axJD04kRfxVaNe3wBLg,establishment;lodging;point_of_interest,False,CACHED
DoubleTree Resort Hollywood Beach,https://www.hilton.com/en/hotels/hwofldt-doubletree-resort-hollywood-beach/,DoubleTree by Hilton,Brand,25.9874362,-80.12003480000001,"4000 S Ocean Dr, Hollywood, FL 33019, USA",google_places,PLACE_DETAILS,ChIJTR-Z4F-r2YgRN38lvCEOIJY,establishment;lodging;point_of_interest,False,CACHED
DoubleTree Resort by Hilton Fiji - Sonaisali Island,https://www.hilton.com/en/hotels/nansidi-doubletree-resort-fiji-sonaisali-island/,DoubleTree by Hilton,Brand,-17.8309397,177.3563117,"Naisali Island, 5994+H6F, Nadi, Fiji",google_places,PLACE_DETAILS,ChIJx7FjdmZFF24RtYDihWrUXgw,establishment;lodging;point_of_interest;spa,False,CACHED
DoubleTree Resort by Hilton Grand Key - Key West,https://www.hilton.com/en/hotels/eywdtdt-doubletree-resort-grand-key-key-west/,DoubleTree by Hilton,Brand,24.5610487,-81.7514509,"3990 S Roosevelt Blvd, Key West, FL 33040, USA",google_places,PLACE_DETAILS,ChIJrZSQV2ux0YgRa0li6rvp24k,establishment;lodging;point_of_interest,False,CACHED
DoubleTree Resort by Hilton Lancaster,https://www.hilton.com/en/hotels/lnswvdt-doubletree-resort-lancaster/,DoubleTree by Hilton,Brand,39.9927967,-76.28769179999999,"2400 Willow Street Pike, Lancaster, PA 17602, USA",google_places,PLACE_DETAILS,ChIJCwKIp0MlxokRJ4DRj3gILnE,establishment;lodging;point_of_interest,False,CACHED
DoubleTree Resort by Hilton Paradise Valley - Scottsdale,https://www.hilton.com/en/hotels/phxsjdt-doubletree-resort-paradise-valley-scottsdale/,DoubleTree by Hilton,Brand,33.5156562,-111.9249908,"5401 N Scottsdale Rd, Scottsdale, AZ 85250, USA",google_places,PLACE_DETAILS,ChIJV2hWgqALK4cR51l2R_qaKls,establishment;lodging;point_of_interest,False,CACHED
DoubleTree Resort by Hilton Penang,https://www.hilton.com/en/hotels/penmbdi-doubletree-resort-penang/,DoubleTree by Hilton,Brand,5.477501699999999,100.2694728,"56, Jalan Low Yat, Puncak Ria, 11100 Batu Ferringhi, Pulau Pinang, Malaysia",google_places,PLACE_DETAILS,ChIJWwUeJVLdSjARaOZabSf8Dwc,establishment;lodging;point_of_interest,False,CACHED
DoubleTree Suites by Hilton Orlando - Disney Springs Area,https://www.hilton.com/en/hotels/mcofhdt-doubletree-suites-orlando/,DoubleTree by Hilton,Brand,28.379053,-81.50648609999999,"2305 Hotel Plaza Blvd, Lake Buena Vista, FL 32830, USA",google_places,PLACE_DETAILS,ChIJqeEOYSOA3YgR0LfyXvIUkxA,establishment;lodging;point_of_interest,False,CACHED
DoubleTree by Hilton Alana - Waikiki Beach,https://www.hilton.com/en/hotels/hnlkadt-doubletree-alana-waikiki-beach/,DoubleTree by Hilton,Brand,21.2857279,-157.834027,"1956 Ala Moana Blvd, Honolulu, HI 96815, USA",google_places,PLACE_DETAILS,ChIJ3akfpfRtAHwRKkLyTB-jxTw,establishment;lodging;point_of_interest,False,CACHED
DoubleTree by Hilton Antalya-Kemer All-Inclusive Resort,https://www.hilton.com/en/hotels/aytakdi-doubletree-antalya-kemer-all-inclusive-resort/,DoubleTree by Hilton,Brand,36.6110064,30.5587614,"Yeni, Atatürk Blv. No:28/1, 07980 Kemer/Antalya, Türkiye",google_places,PLACE_DETAILS,ChIJh_3HGI63wxQR84nlcIGK4Mg,establishment;lodging;point_of_interest;spa,False,CACHED
